rt,stimulus,trial_type,trial_index,plugin_version,time_elapsed,subject_id,study_id,session_id,id,subj,source_file,natural,mobile,volition,potent,sentient,instigation,qualpersist
13387,"
    <div class=""gen_ins""; style=""font-size: 16px; text-align: center; margin-top: 25px; margin-right: 100px; margin-left: 100px; margin-bottom: 25px;"">
        <p>During this study, you will see a series of sentences, presented one-by-one. Each sentence will describe an event. It will be followed by 7 statements. You must indicate on a scale how much you agree with each statement. Click along the rating scales to respond. There are a total of 36 trials, and this portion of the study is expected to take 15 minutes.</p>
        <p>After you complete this task, you will have the opportunity to complete an optional survey.</p>
        <p>This is a pilot. There may be bugs. </p>
        <p>If you understand the instructions and are ready to begin, click ‘Continue’.</p>
    </div>
    ",html-button-response,1,2.1.0,23046,6942d96507ca4dc6182472ed,697959de24a1c569e8bf5a40,697a25316860312ff9d7854c,,,aqgobzzkc1.csv,,,,,,,
33137,,survey-html-form,2,2.1.0,56189,6942d96507ca4dc6182472ed,697959de24a1c569e8bf5a40,697a25316860312ff9d7854c,11.0,human,aqgobzzkc1.csv,3,7,7,7,7,7,4
34134,,survey-html-form,3,2.1.0,90327,6942d96507ca4dc6182472ed,697959de24a1c569e8bf5a40,697a25316860312ff9d7854c,26.0,instrument,aqgobzzkc1.csv,7,7,1,1,1,7,2
14569,,survey-html-form,4,2.1.0,104900,6942d96507ca4dc6182472ed,697959de24a1c569e8bf5a40,697a25316860312ff9d7854c,1.0,human,aqgobzzkc1.csv,7,7,7,7,7,7,4
16111,,survey-html-form,5,2.1.0,121014,6942d96507ca4dc6182472ed,697959de24a1c569e8bf5a40,697a25316860312ff9d7854c,7.0,human,aqgobzzkc1.csv,6,7,7,7,7,7,4
28446,,survey-html-form,6,2.1.0,149463,6942d96507ca4dc6182472ed,697959de24a1c569e8bf5a40,697a25316860312ff9d7854c,12.0,instrument,aqgobzzkc1.csv,2,7,1,1,1,5,4
20479,,survey-html-form,7,2.1.0,169945,6942d96507ca4dc6182472ed,697959de24a1c569e8bf5a40,697a25316860312ff9d7854c,25.0,human,aqgobzzkc1.csv,6,7,7,7,7,7,4
17806,,survey-html-form,8,2.1.0,187756,6942d96507ca4dc6182472ed,697959de24a1c569e8bf5a40,697a25316860312ff9d7854c,19.0,human,aqgobzzkc1.csv,7,7,7,7,7,7,4
14388,,survey-html-form,9,2.1.0,202148,6942d96507ca4dc6182472ed,697959de24a1c569e8bf5a40,697a25316860312ff9d7854c,13.0,human,aqgobzzkc1.csv,7,7,7,7,7,7,4
11360,,survey-html-form,10,2.1.0,213511,6942d96507ca4dc6182472ed,697959de24a1c569e8bf5a40,697a25316860312ff9d7854c,3.0,human,aqgobzzkc1.csv,7,7,7,7,7,7,4
27614,,survey-html-form,11,2.1.0,241127,6942d96507ca4dc6182472ed,697959de24a1c569e8bf5a40,697a25316860312ff9d7854c,20.0,instrument,aqgobzzkc1.csv,7,4,1,5,1,6,4
20689,,survey-html-form,12,2.1.0,261819,6942d96507ca4dc6182472ed,697959de24a1c569e8bf5a40,697a25316860312ff9d7854c,8.0,instrument,aqgobzzkc1.csv,7,6,1,1,1,5,4
24118,,survey-html-form,13,2.1.0,285940,6942d96507ca4dc6182472ed,697959de24a1c569e8bf5a40,697a25316860312ff9d7854c,16.0,instrument,aqgobzzkc1.csv,6,6,1,1,1,5,4
20718,,survey-html-form,14,2.1.0,306659,6942d96507ca4dc6182472ed,697959de24a1c569e8bf5a40,697a25316860312ff9d7854c,22.0,instrument,aqgobzzkc1.csv,5,6,1,5,1,5,4
45170,,survey-html-form,15,2.1.0,351831,6942d96507ca4dc6182472ed,697959de24a1c569e8bf5a40,697a25316860312ff9d7854c,9.0,human,aqgobzzkc1.csv,7,7,7,7,7,7,4
16090,,survey-html-form,16,2.1.0,367924,6942d96507ca4dc6182472ed,697959de24a1c569e8bf5a40,697a25316860312ff9d7854c,15.0,human,aqgobzzkc1.csv,7,7,7,7,7,7,4
20662,,survey-html-form,17,2.1.0,388589,6942d96507ca4dc6182472ed,697959de24a1c569e8bf5a40,697a25316860312ff9d7854c,14.0,instrument,aqgobzzkc1.csv,6,6,1,1,1,5,4
23064,,survey-html-form,18,2.1.0,411656,6942d96507ca4dc6182472ed,697959de24a1c569e8bf5a40,697a25316860312ff9d7854c,4.0,instrument,aqgobzzkc1.csv,2,5,1,1,1,3,4
18579,,survey-html-form,19,2.1.0,430237,6942d96507ca4dc6182472ed,697959de24a1c569e8bf5a40,697a25316860312ff9d7854c,6.0,instrument,aqgobzzkc1.csv,6,6,1,1,1,5,4
24949,,survey-html-form,20,2.1.0,455188,6942d96507ca4dc6182472ed,697959de24a1c569e8bf5a40,697a25316860312ff9d7854c,21.0,human,aqgobzzkc1.csv,6,7,7,6,7,7,4
19073,,survey-html-form,21,2.1.0,474263,6942d96507ca4dc6182472ed,697959de24a1c569e8bf5a40,697a25316860312ff9d7854c,23.0,human,aqgobzzkc1.csv,5,6,7,1,7,5,4
16916,,survey-html-form,22,2.1.0,491182,6942d96507ca4dc6182472ed,697959de24a1c569e8bf5a40,697a25316860312ff9d7854c,5.0,human,aqgobzzkc1.csv,7,7,7,7,7,7,4
23900,,survey-html-form,23,2.1.0,515084,6942d96507ca4dc6182472ed,697959de24a1c569e8bf5a40,697a25316860312ff9d7854c,24.0,instrument,aqgobzzkc1.csv,7,6,1,6,1,7,4
18907,,survey-html-form,24,2.1.0,533993,6942d96507ca4dc6182472ed,697959de24a1c569e8bf5a40,697a25316860312ff9d7854c,10.0,instrument,aqgobzzkc1.csv,3,6,1,1,1,3,4
16630,,survey-html-form,25,2.1.0,550624,6942d96507ca4dc6182472ed,697959de24a1c569e8bf5a40,697a25316860312ff9d7854c,18.0,instrument,aqgobzzkc1.csv,6,6,1,1,1,5,4
11586,,survey-html-form,26,2.1.0,562211,6942d96507ca4dc6182472ed,697959de24a1c569e8bf5a40,697a25316860312ff9d7854c,17.0,human,aqgobzzkc1.csv,7,7,7,7,7,7,4
15295,,survey-html-form,27,2.1.0,577509,6942d96507ca4dc6182472ed,697959de24a1c569e8bf5a40,697a25316860312ff9d7854c,2.0,instrument,aqgobzzkc1.csv,3,6,1,1,1,3,4
5466,"
    <div class=""gen_ins""; style=""font-size: 16px; text-align: center; margin-top: 25px; margin-right: 100px; margin-left: 100px; margin-bottom: 25px;"">
        <p>You have completed the rating trials. Next, you will be directed to an optional survey.</p>
        <p>Please answer any of the questions on the next page that you are comfortable answering. After seeing the survey, you will be able to end the experiment.</p>
        <p>Click ‘Continue’ to proceed to the survey.</p>
    </div>
    ",html-button-response,28,2.1.0,582976,6942d96507ca4dc6182472ed,697959de24a1c569e8bf5a40,697a25316860312ff9d7854c,,,aqgobzzkc1.csv,,,,,,,
234413,,survey,29,3.0.0,817503,6942d96507ca4dc6182472ed,697959de24a1c569e8bf5a40,697a25316860312ff9d7854c,,,aqgobzzkc1.csv,,,,,,,
6830,"
        <div style=""font-size: 16px; text-align: center; margin-top: 25px; margin-right: 100px; margin-left: 100px; margin-bottom: 25px;"">
            <img src=""./image/SUSig_2color_Stree_Left.png"" alt=""Stanford Logo"" style=""max-width: 500px; margin-bottom: 20px;"">
            <h3>DESCRIPTION</h3>
            <p>You are invited to participate in a research study on language perception. Its purpose is to help us understand what factors influence sentence construction. In the study, you will read a list of sentences and use rating scales to experess your opinions about the events described by each sentence. Following this, you will have the opportunity to complete an optional demographic survey. Participation in this research is voluntary, and you are free to withdraw your consent at any time.</p>
            <h3>TIME INVOLVEMENT</h3> 
            <p>Your participation will take approximately 15 minutes.</p>
            <h3>PAYMENT</h3> 
            <p>You will be paid at the posted rate.</p>
            <h3>PRIVACY AND CONFIDENTIALITY</h3> 
            <p>The risks associated with this study are minimal. This judgment is based on a large body of experience with the same or similar procedures with people of similar ages, sex, origins, etc. Study data will be stored securely, in compliance with Stanford University standards, minimizing the risk of confidentiality breach. Your individual privacy will be maintained during the research and in all published and written data resulting from the study.</p>
            <h3>CONTACT INFORMATION</h3>
            <p>If you have any questions, concerns or complaints about this research study, its procedures, risks and benefits, you should contact the Protocol Director, Grace Brown, at (616) 498-8188 or grcbrown@stanford.edu. If you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team at (650) 723-2480 or toll free at 1-866-680-2906, or email at irbnonmed@stanford.edu.</p> 
            <p>Please save or print a copy of this page for your records</p>
            <p>If you agree to participate in this research, please click the 'Continue' button.</p>
        </div>
    ",html-button-response,0,2.1.0,6833,6414da4319877aa1e31c301b,697959de24a1c569e8bf5a40,697a28fe37990e9229c0a58a,,,bnydvv5775.csv,,,,,,,
211798,"
    <div class=""gen_ins""; style=""font-size: 16px; text-align: center; margin-top: 25px; margin-right: 100px; margin-left: 100px; margin-bottom: 25px;"">
        <p>During this study, you will see a series of sentences, presented one-by-one. Each sentence will describe an event. It will be followed by 7 statements. You must indicate on a scale how much you agree with each statement. Click along the rating scales to respond. There are a total of 36 trials, and this portion of the study is expected to take 15 minutes.</p>
        <p>After you complete this task, you will have the opportunity to complete an optional survey.</p>
        <p>This is a pilot. There may be bugs. </p>
        <p>If you understand the instructions and are ready to begin, click ‘Continue’.</p>
    </div>
    ",html-button-response,1,2.1.0,218634,6414da4319877aa1e31c301b,697959de24a1c569e8bf5a40,697a28fe37990e9229c0a58a,,,bnydvv5775.csv,,,,,,,
42907,,survey-html-form,2,2.1.0,261544,6414da4319877aa1e31c301b,697959de24a1c569e8bf5a40,697a28fe37990e9229c0a58a,3.0,human,bnydvv5775.csv,7,7,7,7,7,7,7
19498,,survey-html-form,3,2.1.0,281044,6414da4319877aa1e31c301b,697959de24a1c569e8bf5a40,697a28fe37990e9229c0a58a,26.0,instrument,bnydvv5775.csv,7,7,1,7,1,7,7
10839,,survey-html-form,4,2.1.0,291887,6414da4319877aa1e31c301b,697959de24a1c569e8bf5a40,697a28fe37990e9229c0a58a,17.0,human,bnydvv5775.csv,7,7,7,7,7,7,7
16105,,survey-html-form,5,2.1.0,307994,6414da4319877aa1e31c301b,697959de24a1c569e8bf5a40,697a28fe37990e9229c0a58a,19.0,human,bnydvv5775.csv,7,7,7,7,7,7,7
28526,,survey-html-form,6,2.1.0,336523,6414da4319877aa1e31c301b,697959de24a1c569e8bf5a40,697a28fe37990e9229c0a58a,24.0,instrument,bnydvv5775.csv,7,1,1,5,1,7,7
30283,,survey-html-form,7,2.1.0,366810,6414da4319877aa1e31c301b,697959de24a1c569e8bf5a40,697a28fe37990e9229c0a58a,4.0,instrument,bnydvv5775.csv,7,7,1,1,1,7,7
14986,,survey-html-form,8,2.1.0,381797,6414da4319877aa1e31c301b,697959de24a1c569e8bf5a40,697a28fe37990e9229c0a58a,25.0,human,bnydvv5775.csv,7,7,7,1,7,7,7
15971,,survey-html-form,9,2.1.0,397769,6414da4319877aa1e31c301b,697959de24a1c569e8bf5a40,697a28fe37990e9229c0a58a,14.0,instrument,bnydvv5775.csv,7,7,1,1,1,7,7
20807,,survey-html-form,10,2.1.0,418579,6414da4319877aa1e31c301b,697959de24a1c569e8bf5a40,697a28fe37990e9229c0a58a,16.0,instrument,bnydvv5775.csv,7,7,1,1,1,6,7
19967,,survey-html-form,11,2.1.0,438548,6414da4319877aa1e31c301b,697959de24a1c569e8bf5a40,697a28fe37990e9229c0a58a,18.0,instrument,bnydvv5775.csv,7,5,1,1,1,4,7
23512,,survey-html-form,12,2.1.0,462062,6414da4319877aa1e31c301b,697959de24a1c569e8bf5a40,697a28fe37990e9229c0a58a,10.0,instrument,bnydvv5775.csv,7,7,1,1,1,4,7
18215,,survey-html-form,13,2.1.0,480279,6414da4319877aa1e31c301b,697959de24a1c569e8bf5a40,697a28fe37990e9229c0a58a,23.0,human,bnydvv5775.csv,7,1,7,1,7,4,7
20113,,survey-html-form,14,2.1.0,500394,6414da4319877aa1e31c301b,697959de24a1c569e8bf5a40,697a28fe37990e9229c0a58a,20.0,instrument,bnydvv5775.csv,7,1,1,7,1,7,7
14499,,survey-html-form,15,2.1.0,514894,6414da4319877aa1e31c301b,697959de24a1c569e8bf5a40,697a28fe37990e9229c0a58a,13.0,human,bnydvv5775.csv,7,7,7,7,7,7,7
22338,,survey-html-form,16,2.1.0,537233,6414da4319877aa1e31c301b,697959de24a1c569e8bf5a40,697a28fe37990e9229c0a58a,22.0,instrument,bnydvv5775.csv,7,5,1,5,1,7,7
13755,,survey-html-form,17,2.1.0,550991,6414da4319877aa1e31c301b,697959de24a1c569e8bf5a40,697a28fe37990e9229c0a58a,7.0,human,bnydvv5775.csv,7,7,7,7,7,7,7
13102,,survey-html-form,18,2.1.0,564096,6414da4319877aa1e31c301b,697959de24a1c569e8bf5a40,697a28fe37990e9229c0a58a,12.0,instrument,bnydvv5775.csv,7,7,1,1,1,5,7
16555,,survey-html-form,19,2.1.0,580653,6414da4319877aa1e31c301b,697959de24a1c569e8bf5a40,697a28fe37990e9229c0a58a,15.0,human,bnydvv5775.csv,7,7,7,7,7,7,7
15585,,survey-html-form,20,2.1.0,596241,6414da4319877aa1e31c301b,697959de24a1c569e8bf5a40,697a28fe37990e9229c0a58a,2.0,instrument,bnydvv5775.csv,7,7,1,1,1,4,7
15551,,survey-html-form,21,2.1.0,611795,6414da4319877aa1e31c301b,697959de24a1c569e8bf5a40,697a28fe37990e9229c0a58a,5.0,human,bnydvv5775.csv,7,7,7,7,7,7,7
14849,,survey-html-form,22,2.1.0,626646,6414da4319877aa1e31c301b,697959de24a1c569e8bf5a40,697a28fe37990e9229c0a58a,11.0,human,bnydvv5775.csv,7,7,7,7,7,6,7
11325,,survey-html-form,23,2.1.0,637975,6414da4319877aa1e31c301b,697959de24a1c569e8bf5a40,697a28fe37990e9229c0a58a,9.0,human,bnydvv5775.csv,7,7,7,7,7,6,7
15488,,survey-html-form,24,2.1.0,653463,6414da4319877aa1e31c301b,697959de24a1c569e8bf5a40,697a28fe37990e9229c0a58a,1.0,human,bnydvv5775.csv,7,5,7,7,7,7,7
13526,,survey-html-form,25,2.1.0,666991,6414da4319877aa1e31c301b,697959de24a1c569e8bf5a40,697a28fe37990e9229c0a58a,8.0,instrument,bnydvv5775.csv,7,7,1,1,1,6,7
26528,,survey-html-form,26,2.1.0,693520,6414da4319877aa1e31c301b,697959de24a1c569e8bf5a40,697a28fe37990e9229c0a58a,21.0,human,bnydvv5775.csv,7,5,7,1,7,6,7
9864,,survey-html-form,27,2.1.0,703386,6414da4319877aa1e31c301b,697959de24a1c569e8bf5a40,697a28fe37990e9229c0a58a,6.0,instrument,bnydvv5775.csv,7,7,1,1,1,5,7
7292,"
    <div class=""gen_ins""; style=""font-size: 16px; text-align: center; margin-top: 25px; margin-right: 100px; margin-left: 100px; margin-bottom: 25px;"">
        <p>You have completed the rating trials. Next, you will be directed to an optional survey.</p>
        <p>Please answer any of the questions on the next page that you are comfortable answering. After seeing the survey, you will be able to end the experiment.</p>
        <p>Click ‘Continue’ to proceed to the survey.</p>
    </div>
    ",html-button-response,28,2.1.0,710680,6414da4319877aa1e31c301b,697959de24a1c569e8bf5a40,697a28fe37990e9229c0a58a,,,bnydvv5775.csv,,,,,,,
95929,,survey,29,3.0.0,806720,6414da4319877aa1e31c301b,697959de24a1c569e8bf5a40,697a28fe37990e9229c0a58a,,,bnydvv5775.csv,,,,,,,
17573,"
        <div style=""font-size: 16px; text-align: center; margin-top: 25px; margin-right: 100px; margin-left: 100px; margin-bottom: 25px;"">
            <img src=""./image/SUSig_2color_Stree_Left.png"" alt=""Stanford Logo"" style=""max-width: 500px; margin-bottom: 20px;"">
            <h3>DESCRIPTION</h3>
            <p>You are invited to participate in a research study on language perception. Its purpose is to help us understand what factors influence sentence construction. In the study, you will read a list of sentences and use rating scales to experess your opinions about the events described by each sentence. Following this, you will have the opportunity to complete an optional demographic survey. Participation in this research is voluntary, and you are free to withdraw your consent at any time.</p>
            <h3>TIME INVOLVEMENT</h3> 
            <p>Your participation will take approximately 15 minutes.</p>
            <h3>PAYMENT</h3> 
            <p>You will be paid at the posted rate.</p>
            <h3>PRIVACY AND CONFIDENTIALITY</h3> 
            <p>The risks associated with this study are minimal. This judgment is based on a large body of experience with the same or similar procedures with people of similar ages, sex, origins, etc. Study data will be stored securely, in compliance with Stanford University standards, minimizing the risk of confidentiality breach. Your individual privacy will be maintained during the research and in all published and written data resulting from the study.</p>
            <h3>CONTACT INFORMATION</h3>
            <p>If you have any questions, concerns or complaints about this research study, its procedures, risks and benefits, you should contact the Protocol Director, Grace Brown, at (616) 498-8188 or grcbrown@stanford.edu. If you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team at (650) 723-2480 or toll free at 1-866-680-2906, or email at irbnonmed@stanford.edu.</p> 
            <p>Please save or print a copy of this page for your records</p>
            <p>If you agree to participate in this research, please click the 'Continue' button.</p>
        </div>
    ",html-button-response,0,2.1.0,17585,5737620867421f000d181393,697959de24a1c569e8bf5a40,697a2696e2529c312eb9543b,,,f42x3egadn.csv,,,,,,,
5469,"
    <div class=""gen_ins""; style=""font-size: 16px; text-align: center; margin-top: 25px; margin-right: 100px; margin-left: 100px; margin-bottom: 25px;"">
        <p>During this study, you will see a series of sentences, presented one-by-one. Each sentence will describe an event. It will be followed by 7 statements. You must indicate on a scale how much you agree with each statement. Click along the rating scales to respond. There are a total of 36 trials, and this portion of the study is expected to take 15 minutes.</p>
        <p>After you complete this task, you will have the opportunity to complete an optional survey.</p>
        <p>This is a pilot. There may be bugs. </p>
        <p>If you understand the instructions and are ready to begin, click ‘Continue’.</p>
    </div>
    ",html-button-response,1,2.1.0,23055,5737620867421f000d181393,697959de24a1c569e8bf5a40,697a2696e2529c312eb9543b,,,f42x3egadn.csv,,,,,,,
54106,,survey-html-form,2,2.1.0,77163,5737620867421f000d181393,697959de24a1c569e8bf5a40,697a2696e2529c312eb9543b,7.0,human,f42x3egadn.csv,7,6,7,7,7,7,5
25614,,survey-html-form,3,2.1.0,102778,5737620867421f000d181393,697959de24a1c569e8bf5a40,697a2696e2529c312eb9543b,24.0,instrument,f42x3egadn.csv,6,5,2,2,1,6,7
54681,,survey-html-form,4,2.1.0,157461,5737620867421f000d181393,697959de24a1c569e8bf5a40,697a2696e2529c312eb9543b,10.0,instrument,f42x3egadn.csv,5,5,1,1,1,2,7
11891,,survey-html-form,5,2.1.0,169355,5737620867421f000d181393,697959de24a1c569e8bf5a40,697a2696e2529c312eb9543b,12.0,instrument,f42x3egadn.csv,3,4,1,1,1,5,7
8268,,survey-html-form,6,2.1.0,177625,5737620867421f000d181393,697959de24a1c569e8bf5a40,697a2696e2529c312eb9543b,3.0,human,f42x3egadn.csv,7,7,7,7,7,7,6
11522,,survey-html-form,7,2.1.0,189150,5737620867421f000d181393,697959de24a1c569e8bf5a40,697a2696e2529c312eb9543b,11.0,human,f42x3egadn.csv,6,7,7,7,7,7,6
8266,,survey-html-form,8,2.1.0,197419,5737620867421f000d181393,697959de24a1c569e8bf5a40,697a2696e2529c312eb9543b,6.0,instrument,f42x3egadn.csv,6,6,1,1,1,5,7
13451,,survey-html-form,9,2.1.0,210874,5737620867421f000d181393,697959de24a1c569e8bf5a40,697a2696e2529c312eb9543b,22.0,instrument,f42x3egadn.csv,6,7,1,2,1,5,7
22249,,survey-html-form,10,2.1.0,233126,5737620867421f000d181393,697959de24a1c569e8bf5a40,697a2696e2529c312eb9543b,9.0,human,f42x3egadn.csv,6,7,7,7,7,7,6
49291,,survey-html-form,11,2.1.0,282420,5737620867421f000d181393,697959de24a1c569e8bf5a40,697a2696e2529c312eb9543b,16.0,instrument,f42x3egadn.csv,3,3,1,1,1,5,7
8259,,survey-html-form,12,2.1.0,290681,5737620867421f000d181393,697959de24a1c569e8bf5a40,697a2696e2529c312eb9543b,13.0,human,f42x3egadn.csv,7,6,7,7,7,7,7
7888,,survey-html-form,13,2.1.0,298570,5737620867421f000d181393,697959de24a1c569e8bf5a40,697a2696e2529c312eb9543b,5.0,human,f42x3egadn.csv,7,7,7,7,7,7,7
10354,,survey-html-form,14,2.1.0,308927,5737620867421f000d181393,697959de24a1c569e8bf5a40,697a2696e2529c312eb9543b,2.0,instrument,f42x3egadn.csv,6,3,1,1,1,6,7
70191,,survey-html-form,15,2.1.0,379122,5737620867421f000d181393,697959de24a1c569e8bf5a40,697a2696e2529c312eb9543b,17.0,human,f42x3egadn.csv,7,7,7,7,7,6,7
12284,,survey-html-form,16,2.1.0,391410,5737620867421f000d181393,697959de24a1c569e8bf5a40,697a2696e2529c312eb9543b,14.0,instrument,f42x3egadn.csv,6,5,1,1,1,5,7
42033,,survey-html-form,17,2.1.0,433445,5737620867421f000d181393,697959de24a1c569e8bf5a40,697a2696e2529c312eb9543b,19.0,human,f42x3egadn.csv,5,6,7,7,7,6,6
9350,,survey-html-form,18,2.1.0,442797,5737620867421f000d181393,697959de24a1c569e8bf5a40,697a2696e2529c312eb9543b,8.0,instrument,f42x3egadn.csv,6,2,1,1,1,5,2
58783,,survey-html-form,19,2.1.0,501581,5737620867421f000d181393,697959de24a1c569e8bf5a40,697a2696e2529c312eb9543b,25.0,human,f42x3egadn.csv,7,6,7,3,7,5,7
16986,,survey-html-form,20,2.1.0,518569,5737620867421f000d181393,697959de24a1c569e8bf5a40,697a2696e2529c312eb9543b,20.0,instrument,f42x3egadn.csv,6,2,1,5,1,6,7
36069,,survey-html-form,21,2.1.0,554640,5737620867421f000d181393,697959de24a1c569e8bf5a40,697a2696e2529c312eb9543b,21.0,human,f42x3egadn.csv,6,7,7,5,7,6,4
10783,,survey-html-form,22,2.1.0,565427,5737620867421f000d181393,697959de24a1c569e8bf5a40,697a2696e2529c312eb9543b,26.0,instrument,f42x3egadn.csv,6,7,1,5,1,5,7
500279,,survey-html-form,23,2.1.0,1065710,5737620867421f000d181393,697959de24a1c569e8bf5a40,697a2696e2529c312eb9543b,23.0,human,f42x3egadn.csv,6,6,7,2,7,6,7
6509,,survey-html-form,24,2.1.0,1072222,5737620867421f000d181393,697959de24a1c569e8bf5a40,697a2696e2529c312eb9543b,15.0,human,f42x3egadn.csv,7,7,7,7,7,6,7
22143,,survey-html-form,25,2.1.0,1094368,5737620867421f000d181393,697959de24a1c569e8bf5a40,697a2696e2529c312eb9543b,1.0,human,f42x3egadn.csv,6,6,7,3,7,4,5
9660,,survey-html-form,26,2.1.0,1104030,5737620867421f000d181393,697959de24a1c569e8bf5a40,697a2696e2529c312eb9543b,4.0,instrument,f42x3egadn.csv,6,3,1,1,1,5,7
7657,,survey-html-form,27,2.1.0,1111689,5737620867421f000d181393,697959de24a1c569e8bf5a40,697a2696e2529c312eb9543b,18.0,instrument,f42x3egadn.csv,7,3,1,1,1,7,7
2975,"
    <div class=""gen_ins""; style=""font-size: 16px; text-align: center; margin-top: 25px; margin-right: 100px; margin-left: 100px; margin-bottom: 25px;"">
        <p>You have completed the rating trials. Next, you will be directed to an optional survey.</p>
        <p>Please answer any of the questions on the next page that you are comfortable answering. After seeing the survey, you will be able to end the experiment.</p>
        <p>Click ‘Continue’ to proceed to the survey.</p>
    </div>
    ",html-button-response,28,2.1.0,1114665,5737620867421f000d181393,697959de24a1c569e8bf5a40,697a2696e2529c312eb9543b,,,f42x3egadn.csv,,,,,,,
62676,,survey,29,3.0.0,1177464,5737620867421f000d181393,697959de24a1c569e8bf5a40,697a2696e2529c312eb9543b,,,f42x3egadn.csv,,,,,,,
22761,"
        <div style=""font-size: 16px; text-align: center; margin-top: 25px; margin-right: 100px; margin-left: 100px; margin-bottom: 25px;"">
            <img src=""./image/SUSig_2color_Stree_Left.png"" alt=""Stanford Logo"" style=""max-width: 500px; margin-bottom: 20px;"">
            <h3>DESCRIPTION</h3>
            <p>You are invited to participate in a research study on language perception. Its purpose is to help us understand what factors influence sentence construction. In the study, you will read a list of sentences and use rating scales to experess your opinions about the events described by each sentence. Following this, you will have the opportunity to complete an optional demographic survey. Participation in this research is voluntary, and you are free to withdraw your consent at any time.</p>
            <h3>TIME INVOLVEMENT</h3> 
            <p>Your participation will take approximately 15 minutes.</p>
            <h3>PAYMENT</h3> 
            <p>You will be paid at the posted rate.</p>
            <h3>PRIVACY AND CONFIDENTIALITY</h3> 
            <p>The risks associated with this study are minimal. This judgment is based on a large body of experience with the same or similar procedures with people of similar ages, sex, origins, etc. Study data will be stored securely, in compliance with Stanford University standards, minimizing the risk of confidentiality breach. Your individual privacy will be maintained during the research and in all published and written data resulting from the study.</p>
            <h3>CONTACT INFORMATION</h3>
            <p>If you have any questions, concerns or complaints about this research study, its procedures, risks and benefits, you should contact the Protocol Director, Grace Brown, at (616) 498-8188 or grcbrown@stanford.edu. If you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team at (650) 723-2480 or toll free at 1-866-680-2906, or email at irbnonmed@stanford.edu.</p> 
            <p>Please save or print a copy of this page for your records</p>
            <p>If you agree to participate in this research, please click the 'Continue' button.</p>
        </div>
    ",html-button-response,0,2.1.0,22774,66c2c77d5b9a0a6d850046bb,697959de24a1c569e8bf5a40,697a29dc9c401d0e6e34581a,,,ga09qpkps8.csv,,,,,,,
15436,"
    <div class=""gen_ins""; style=""font-size: 16px; text-align: center; margin-top: 25px; margin-right: 100px; margin-left: 100px; margin-bottom: 25px;"">
        <p>During this study, you will see a series of sentences, presented one-by-one. Each sentence will describe an event. It will be followed by 7 statements. You must indicate on a scale how much you agree with each statement. Click along the rating scales to respond. There are a total of 36 trials, and this portion of the study is expected to take 15 minutes.</p>
        <p>After you complete this task, you will have the opportunity to complete an optional survey.</p>
        <p>This is a pilot. There may be bugs. </p>
        <p>If you understand the instructions and are ready to begin, click ‘Continue’.</p>
    </div>
    ",html-button-response,1,2.1.0,38214,66c2c77d5b9a0a6d850046bb,697959de24a1c569e8bf5a40,697a29dc9c401d0e6e34581a,,,ga09qpkps8.csv,,,,,,,
34122,,survey-html-form,2,2.1.0,72347,66c2c77d5b9a0a6d850046bb,697959de24a1c569e8bf5a40,697a29dc9c401d0e6e34581a,17.0,human,ga09qpkps8.csv,6,6,6,6,6,6,3
29093,,survey-html-form,3,2.1.0,101448,66c2c77d5b9a0a6d850046bb,697959de24a1c569e8bf5a40,697a29dc9c401d0e6e34581a,25.0,human,ga09qpkps8.csv,6,6,6,3,6,3,3
18752,,survey-html-form,4,2.1.0,120208,66c2c77d5b9a0a6d850046bb,697959de24a1c569e8bf5a40,697a29dc9c401d0e6e34581a,11.0,human,ga09qpkps8.csv,6,6,6,6,6,6,3
17824,,survey-html-form,5,2.1.0,138039,66c2c77d5b9a0a6d850046bb,697959de24a1c569e8bf5a40,697a29dc9c401d0e6e34581a,15.0,human,ga09qpkps8.csv,6,6,6,6,6,6,3
21601,,survey-html-form,6,2.1.0,159647,66c2c77d5b9a0a6d850046bb,697959de24a1c569e8bf5a40,697a29dc9c401d0e6e34581a,1.0,human,ga09qpkps8.csv,6,6,6,6,6,6,3
13529,,survey-html-form,7,2.1.0,173183,66c2c77d5b9a0a6d850046bb,697959de24a1c569e8bf5a40,697a29dc9c401d0e6e34581a,9.0,human,ga09qpkps8.csv,6,6,6,6,6,6,3
72929,,survey-html-form,8,2.1.0,246122,66c2c77d5b9a0a6d850046bb,697959de24a1c569e8bf5a40,697a29dc9c401d0e6e34581a,21.0,human,ga09qpkps8.csv,6,6,6,6,6,6,3
25862,,survey-html-form,9,2.1.0,271991,66c2c77d5b9a0a6d850046bb,697959de24a1c569e8bf5a40,697a29dc9c401d0e6e34581a,2.0,instrument,ga09qpkps8.csv,2,6,2,2,2,3,3
