rt,stimulus,trial_type,trial_index,plugin_version,time_elapsed,subject_id,study_id,session_id,id,subj,source_file,natural,mobile,volition,potent,sentient,instigation,manipulability
6551,"
        <div style=""font-size: 16px; text-align: center; margin-top: 25px; margin-right: 100px; margin-left: 100px; margin-bottom: 25px;"">
            <img src=""./image/SUSig_2color_Stree_Left.png"" alt=""Stanford Logo"" style=""max-width: 500px; margin-bottom: 20px;"">
            <h3>DESCRIPTION</h3>
            <p>You are invited to participate in a research study on language perception. Its purpose is to help us understand what factors influence sentence construction. In the study, you will read a list of sentences and use rating scales to experess your opinions about the events described by each sentence. Following this, you will have the opportunity to complete an optional demographic survey. Participation in this research is voluntary, and you are free to withdraw your consent at any time.</p>
            <h3>TIME INVOLVEMENT</h3> 
            <p>Your participation will take approximately 15 minutes.</p>
            <h3>PAYMENT</h3> 
            <p>You will be paid at the posted rate.</p>
            <h3>PRIVACY AND CONFIDENTIALITY</h3> 
            <p>The risks associated with this study are minimal. This judgment is based on a large body of experience with the same or similar procedures with people of similar ages, sex, origins, etc. Study data will be stored securely, in compliance with Stanford University standards, minimizing the risk of confidentiality breach. Your individual privacy will be maintained during the research and in all published and written data resulting from the study.</p>
            <h3>CONTACT INFORMATION</h3>
            <p>If you have any questions, concerns or complaints about this research study, its procedures, risks and benefits, you should contact the Protocol Director, Grace Brown, at (616) 498-8188 or grcbrown@stanford.edu. If you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team at (650) 723-2480 or toll free at 1-866-680-2906, or email at irbnonmed@stanford.edu.</p> 
            <p>Please save or print a copy of this page for your records</p>
            <p>If you agree to participate in this research, please click the 'Continue' button.</p>
        </div>
    ",html-button-response,0,2.1.0,6574,5c31847f10677f0001ddc781,6980c7c83940647eb7aa7467,6980cd8f81d04b88c7fd59d2,,,73awmz5upv.csv,,,,,,,
22645,"
    <div class=""gen_ins""; style=""font-size: 16px; text-align: center; margin-top: 25px; margin-right: 100px; margin-left: 100px; margin-bottom: 25px;"">
        <p>During this study, you will see a series of sentences, presented one-by-one. Each sentence will describe an event. It will be followed by 7 statements. You must indicate on a scale how much you agree with each statement. Click along the rating scales to respond. There are a total of 26 trials, and this portion of the study is expected to take 15 minutes.</p>
        <p>After you complete this task, you will have the opportunity to complete an optional survey.</p>
        <p>If you understand the instructions and are ready to begin, click ‘Continue’.</p>
    </div>
    ",html-button-response,1,2.1.0,29224,5c31847f10677f0001ddc781,6980c7c83940647eb7aa7467,6980cd8f81d04b88c7fd59d2,,,73awmz5upv.csv,,,,,,,
62638,,survey-html-form,2,2.1.0,91872,5c31847f10677f0001ddc781,6980c7c83940647eb7aa7467,6980cd8f81d04b88c7fd59d2,26.0,human,73awmz5upv.csv,5,4,2,2,2,5,3
36358,,survey-html-form,3,2.1.0,128237,5c31847f10677f0001ddc781,6980c7c83940647eb7aa7467,6980cd8f81d04b88c7fd59d2,21.0,instrument,73awmz5upv.csv,4,2,2,2,2,2,6
42829,,survey-html-form,4,2.1.0,171073,5c31847f10677f0001ddc781,6980c7c83940647eb7aa7467,6980cd8f81d04b88c7fd59d2,22.0,human,73awmz5upv.csv,4,5,2,5,5,5,5
21063,,survey-html-form,5,2.1.0,192144,5c31847f10677f0001ddc781,6980c7c83940647eb7aa7467,6980cd8f81d04b88c7fd59d2,16.0,human,73awmz5upv.csv,4,5,2,5,5,5,5
24720,,survey-html-form,6,2.1.0,216871,5c31847f10677f0001ddc781,6980c7c83940647eb7aa7467,6980cd8f81d04b88c7fd59d2,12.0,human,73awmz5upv.csv,4,5,2,5,5,5,5
25664,,survey-html-form,7,2.1.0,242543,5c31847f10677f0001ddc781,6980c7c83940647eb7aa7467,6980cd8f81d04b88c7fd59d2,5.0,instrument,73awmz5upv.csv,4,2,2,2,2,2,2
31085,,survey-html-form,8,2.1.0,273636,5c31847f10677f0001ddc781,6980c7c83940647eb7aa7467,6980cd8f81d04b88c7fd59d2,2.0,human,73awmz5upv.csv,5,5,2,5,5,5,5
38213,,survey-html-form,9,2.1.0,311856,5c31847f10677f0001ddc781,6980c7c83940647eb7aa7467,6980cd8f81d04b88c7fd59d2,20.0,human,73awmz5upv.csv,4,5,3,2,5,2,5
32562,,survey-html-form,10,2.1.0,344423,5c31847f10677f0001ddc781,6980c7c83940647eb7aa7467,6980cd8f81d04b88c7fd59d2,13.0,instrument,73awmz5upv.csv,3,2,2,2,2,2,5
31131,,survey-html-form,11,2.1.0,375562,5c31847f10677f0001ddc781,6980c7c83940647eb7aa7467,6980cd8f81d04b88c7fd59d2,11.0,instrument,73awmz5upv.csv,4,2,2,2,2,2,5
34348,,survey-html-form,12,2.1.0,409918,5c31847f10677f0001ddc781,6980c7c83940647eb7aa7467,6980cd8f81d04b88c7fd59d2,6.0,human,73awmz5upv.csv,5,5,3,5,5,4,5
24702,,survey-html-form,13,2.1.0,434627,5c31847f10677f0001ddc781,6980c7c83940647eb7aa7467,6980cd8f81d04b88c7fd59d2,18.0,human,73awmz5upv.csv,5,5,3,5,5,3,5
26018,,survey-html-form,14,2.1.0,460653,5c31847f10677f0001ddc781,6980c7c83940647eb7aa7467,6980cd8f81d04b88c7fd59d2,15.0,instrument,73awmz5upv.csv,2,2,2,2,2,2,5
30119,,survey-html-form,15,2.1.0,490779,5c31847f10677f0001ddc781,6980c7c83940647eb7aa7467,6980cd8f81d04b88c7fd59d2,14.0,human,73awmz5upv.csv,5,5,3,5,5,5,5
46042,,survey-html-form,16,2.1.0,536828,5c31847f10677f0001ddc781,6980c7c83940647eb7aa7467,6980cd8f81d04b88c7fd59d2,4.0,human,73awmz5upv.csv,5,5,3,5,5,5,5
19273,,survey-html-form,17,2.1.0,556108,5c31847f10677f0001ddc781,6980c7c83940647eb7aa7467,6980cd8f81d04b88c7fd59d2,3.0,instrument,73awmz5upv.csv,2,2,2,2,2,2,4
16423,,survey-html-form,18,2.1.0,572539,5c31847f10677f0001ddc781,6980c7c83940647eb7aa7467,6980cd8f81d04b88c7fd59d2,1.0,instrument,73awmz5upv.csv,2,2,2,2,2,2,4
12613,,survey-html-form,19,2.1.0,585158,5c31847f10677f0001ddc781,6980c7c83940647eb7aa7467,6980cd8f81d04b88c7fd59d2,17.0,instrument,73awmz5upv.csv,2,2,2,2,2,2,4
17167,,survey-html-form,20,2.1.0,602332,5c31847f10677f0001ddc781,6980c7c83940647eb7aa7467,6980cd8f81d04b88c7fd59d2,19.0,instrument,73awmz5upv.csv,2,2,2,2,2,2,4
22220,,survey-html-form,21,2.1.0,624559,5c31847f10677f0001ddc781,6980c7c83940647eb7aa7467,6980cd8f81d04b88c7fd59d2,9.0,instrument,73awmz5upv.csv,2,2,2,2,2,2,4
18576,,survey-html-form,22,2.1.0,643142,5c31847f10677f0001ddc781,6980c7c83940647eb7aa7467,6980cd8f81d04b88c7fd59d2,10.0,human,73awmz5upv.csv,5,5,3,5,5,5,5
15506,,survey-html-form,23,2.1.0,658653,5c31847f10677f0001ddc781,6980c7c83940647eb7aa7467,6980cd8f81d04b88c7fd59d2,25.0,instrument,73awmz5upv.csv,2,2,2,2,2,2,4
29135,,survey-html-form,24,2.1.0,687793,5c31847f10677f0001ddc781,6980c7c83940647eb7aa7467,6980cd8f81d04b88c7fd59d2,8.0,human,73awmz5upv.csv,5,5,3,5,5,5,5
31867,,survey-html-form,25,2.1.0,719667,5c31847f10677f0001ddc781,6980c7c83940647eb7aa7467,6980cd8f81d04b88c7fd59d2,23.0,instrument,73awmz5upv.csv,2,2,2,2,2,4,5
39029,,survey-html-form,26,2.1.0,758705,5c31847f10677f0001ddc781,6980c7c83940647eb7aa7467,6980cd8f81d04b88c7fd59d2,7.0,instrument,73awmz5upv.csv,2,2,2,2,2,3,5
20299,,survey-html-form,27,2.1.0,779012,5c31847f10677f0001ddc781,6980c7c83940647eb7aa7467,6980cd8f81d04b88c7fd59d2,24.0,human,73awmz5upv.csv,5,5,3,5,5,5,5
7194,"
    <div class=""gen_ins""; style=""font-size: 16px; text-align: center; margin-top: 25px; margin-right: 100px; margin-left: 100px; margin-bottom: 25px;"">
        <p>You have completed the rating trials. Next, you will be directed to an optional survey.</p>
        <p>Please answer any of the questions on the next page that you are comfortable answering. After seeing the survey, you will be able to end the experiment.</p>
        <p>Click ‘Continue’ to proceed to the survey.</p>
    </div>
    ",html-button-response,28,2.1.0,786214,5c31847f10677f0001ddc781,6980c7c83940647eb7aa7467,6980cd8f81d04b88c7fd59d2,,,73awmz5upv.csv,,,,,,,
84491,,survey,29,3.0.0,870917,5c31847f10677f0001ddc781,6980c7c83940647eb7aa7467,6980cd8f81d04b88c7fd59d2,,,73awmz5upv.csv,,,,,,,
7741,"
        <div style=""font-size: 16px; text-align: center; margin-top: 25px; margin-right: 100px; margin-left: 100px; margin-bottom: 25px;"">
            <img src=""./image/SUSig_2color_Stree_Left.png"" alt=""Stanford Logo"" style=""max-width: 500px; margin-bottom: 20px;"">
            <h3>DESCRIPTION</h3>
            <p>You are invited to participate in a research study on language perception. Its purpose is to help us understand what factors influence sentence construction. In the study, you will read a list of sentences and use rating scales to experess your opinions about the events described by each sentence. Following this, you will have the opportunity to complete an optional demographic survey. Participation in this research is voluntary, and you are free to withdraw your consent at any time.</p>
            <h3>TIME INVOLVEMENT</h3> 
            <p>Your participation will take approximately 15 minutes.</p>
            <h3>PAYMENT</h3> 
            <p>You will be paid at the posted rate.</p>
            <h3>PRIVACY AND CONFIDENTIALITY</h3> 
            <p>The risks associated with this study are minimal. This judgment is based on a large body of experience with the same or similar procedures with people of similar ages, sex, origins, etc. Study data will be stored securely, in compliance with Stanford University standards, minimizing the risk of confidentiality breach. Your individual privacy will be maintained during the research and in all published and written data resulting from the study.</p>
            <h3>CONTACT INFORMATION</h3>
            <p>If you have any questions, concerns or complaints about this research study, its procedures, risks and benefits, you should contact the Protocol Director, Grace Brown, at (616) 498-8188 or grcbrown@stanford.edu. If you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team at (650) 723-2480 or toll free at 1-866-680-2906, or email at irbnonmed@stanford.edu.</p> 
            <p>Please save or print a copy of this page for your records</p>
            <p>If you agree to participate in this research, please click the 'Continue' button.</p>
        </div>
    ",html-button-response,0,2.1.0,7757,6737b69daf0903583088288c,6980c7c83940647eb7aa7467,6980cdbc3efb1171ed1265a5,,,7lzlft5dm2.csv,,,,,,,
147779,"
    <div class=""gen_ins""; style=""font-size: 16px; text-align: center; margin-top: 25px; margin-right: 100px; margin-left: 100px; margin-bottom: 25px;"">
        <p>During this study, you will see a series of sentences, presented one-by-one. Each sentence will describe an event. It will be followed by 7 statements. You must indicate on a scale how much you agree with each statement. Click along the rating scales to respond. There are a total of 26 trials, and this portion of the study is expected to take 15 minutes.</p>
        <p>After you complete this task, you will have the opportunity to complete an optional survey.</p>
        <p>If you understand the instructions and are ready to begin, click ‘Continue’.</p>
    </div>
    ",html-button-response,1,2.1.0,155524,6737b69daf0903583088288c,6980c7c83940647eb7aa7467,6980cdbc3efb1171ed1265a5,,,7lzlft5dm2.csv,,,,,,,
73192,,survey-html-form,2,2.1.0,228714,6737b69daf0903583088288c,6980c7c83940647eb7aa7467,6980cdbc3efb1171ed1265a5,1.0,instrument,7lzlft5dm2.csv,2,2,2,2,4,3,7
60635,,survey-html-form,3,2.1.0,289348,6737b69daf0903583088288c,6980c7c83940647eb7aa7467,6980cdbc3efb1171ed1265a5,23.0,instrument,7lzlft5dm2.csv,6,2,1,6,4,6,5
78237,,survey-html-form,4,2.1.0,367585,6737b69daf0903583088288c,6980c7c83940647eb7aa7467,6980cdbc3efb1171ed1265a5,14.0,human,7lzlft5dm2.csv,7,7,6,7,4,7,6
115375,,survey-html-form,5,2.1.0,482954,6737b69daf0903583088288c,6980c7c83940647eb7aa7467,6980cdbc3efb1171ed1265a5,17.0,instrument,7lzlft5dm2.csv,2,2,1,1,2,4,7
113890,,survey-html-form,6,2.1.0,596844,6737b69daf0903583088288c,6980c7c83940647eb7aa7467,6980cdbc3efb1171ed1265a5,21.0,instrument,7lzlft5dm2.csv,5,1,2,3,2,4,7
40128,,survey-html-form,7,2.1.0,636971,6737b69daf0903583088288c,6980c7c83940647eb7aa7467,6980cdbc3efb1171ed1265a5,24.0,human,7lzlft5dm2.csv,6,7,7,2,5,6,7
41029,,survey-html-form,8,2.1.0,677999,6737b69daf0903583088288c,6980c7c83940647eb7aa7467,6980cdbc3efb1171ed1265a5,15.0,instrument,7lzlft5dm2.csv,2,4,1,1,2,4,6
86201,,survey-html-form,9,2.1.0,764199,6737b69daf0903583088288c,6980c7c83940647eb7aa7467,6980cdbc3efb1171ed1265a5,19.0,instrument,7lzlft5dm2.csv,5,5,1,1,2,3,7
80470,,survey-html-form,10,2.1.0,844667,6737b69daf0903583088288c,6980c7c83940647eb7aa7467,6980cdbc3efb1171ed1265a5,13.0,instrument,7lzlft5dm2.csv,3,5,1,1,2,4,7
29206,,survey-html-form,11,2.1.0,873873,6737b69daf0903583088288c,6980c7c83940647eb7aa7467,6980cdbc3efb1171ed1265a5,18.0,human,7lzlft5dm2.csv,7,7,7,7,6,6,7
73077,,survey-html-form,12,2.1.0,946948,6737b69daf0903583088288c,6980c7c83940647eb7aa7467,6980cdbc3efb1171ed1265a5,10.0,human,7lzlft5dm2.csv,7,7,7,7,6,7,7
59745,,survey-html-form,13,2.1.0,1006692,6737b69daf0903583088288c,6980c7c83940647eb7aa7467,6980cdbc3efb1171ed1265a5,3.0,instrument,7lzlft5dm2.csv,4,3,1,2,2,5,7
36771,,survey-html-form,14,2.1.0,1043465,6737b69daf0903583088288c,6980c7c83940647eb7aa7467,6980cdbc3efb1171ed1265a5,7.0,instrument,7lzlft5dm2.csv,1,4,1,1,2,3,7
30708,,survey-html-form,15,2.1.0,1074171,6737b69daf0903583088288c,6980c7c83940647eb7aa7467,6980cdbc3efb1171ed1265a5,12.0,human,7lzlft5dm2.csv,7,7,7,5,6,7,5
31169,,survey-html-form,16,2.1.0,1105342,6737b69daf0903583088288c,6980c7c83940647eb7aa7467,6980cdbc3efb1171ed1265a5,9.0,instrument,7lzlft5dm2.csv,6,4,1,1,2,6,7
27540,,survey-html-form,17,2.1.0,1132881,6737b69daf0903583088288c,6980c7c83940647eb7aa7467,6980cdbc3efb1171ed1265a5,8.0,human,7lzlft5dm2.csv,7,7,7,7,6,6,4
35356,,survey-html-form,18,2.1.0,1168240,6737b69daf0903583088288c,6980c7c83940647eb7aa7467,6980cdbc3efb1171ed1265a5,26.0,human,7lzlft5dm2.csv,7,7,7,2,6,7,4
31314,,survey-html-form,19,2.1.0,1199552,6737b69daf0903583088288c,6980c7c83940647eb7aa7467,6980cdbc3efb1171ed1265a5,6.0,human,7lzlft5dm2.csv,7,7,7,5,6,5,4
42492,,survey-html-form,20,2.1.0,1242042,6737b69daf0903583088288c,6980c7c83940647eb7aa7467,6980cdbc3efb1171ed1265a5,22.0,human,7lzlft5dm2.csv,7,7,7,5,6,5,5
26088,,survey-html-form,21,2.1.0,1268133,6737b69daf0903583088288c,6980c7c83940647eb7aa7467,6980cdbc3efb1171ed1265a5,2.0,human,7lzlft5dm2.csv,7,7,7,6,6,5,5
39505,,survey-html-form,22,2.1.0,1307637,6737b69daf0903583088288c,6980c7c83940647eb7aa7467,6980cdbc3efb1171ed1265a5,20.0,human,7lzlft5dm2.csv,7,7,7,3,6,3,5
38506,,survey-html-form,23,2.1.0,1346145,6737b69daf0903583088288c,6980c7c83940647eb7aa7467,6980cdbc3efb1171ed1265a5,16.0,human,7lzlft5dm2.csv,7,7,6,7,6,5,5
47292,,survey-html-form,24,2.1.0,1393436,6737b69daf0903583088288c,6980c7c83940647eb7aa7467,6980cdbc3efb1171ed1265a5,5.0,instrument,7lzlft5dm2.csv,5,3,2,1,2,4,7
31811,,survey-html-form,25,2.1.0,1425248,6737b69daf0903583088288c,6980c7c83940647eb7aa7467,6980cdbc3efb1171ed1265a5,4.0,human,7lzlft5dm2.csv,7,7,6,7,6,6,5
27372,,survey-html-form,26,2.1.0,1452622,6737b69daf0903583088288c,6980c7c83940647eb7aa7467,6980cdbc3efb1171ed1265a5,11.0,instrument,7lzlft5dm2.csv,6,7,6,7,5,5,5
49427,,survey-html-form,27,2.1.0,1502048,6737b69daf0903583088288c,6980c7c83940647eb7aa7467,6980cdbc3efb1171ed1265a5,25.0,instrument,7lzlft5dm2.csv,6,5,1,4,2,5,7
6130,"
    <div class=""gen_ins""; style=""font-size: 16px; text-align: center; margin-top: 25px; margin-right: 100px; margin-left: 100px; margin-bottom: 25px;"">
        <p>You have completed the rating trials. Next, you will be directed to an optional survey.</p>
        <p>Please answer any of the questions on the next page that you are comfortable answering. After seeing the survey, you will be able to end the experiment.</p>
        <p>Click ‘Continue’ to proceed to the survey.</p>
    </div>
    ",html-button-response,28,2.1.0,1508181,6737b69daf0903583088288c,6980c7c83940647eb7aa7467,6980cdbc3efb1171ed1265a5,,,7lzlft5dm2.csv,,,,,,,
109622,,survey,29,3.0.0,1617953,6737b69daf0903583088288c,6980c7c83940647eb7aa7467,6980cdbc3efb1171ed1265a5,,,7lzlft5dm2.csv,,,,,,,
3149,"
        <div style=""font-size: 16px; text-align: center; margin-top: 25px; margin-right: 100px; margin-left: 100px; margin-bottom: 25px;"">
            <img src=""./image/SUSig_2color_Stree_Left.png"" alt=""Stanford Logo"" style=""max-width: 500px; margin-bottom: 20px;"">
            <h3>DESCRIPTION</h3>
            <p>You are invited to participate in a research study on language perception. Its purpose is to help us understand what factors influence sentence construction. In the study, you will read a list of sentences and use rating scales to experess your opinions about the events described by each sentence. Following this, you will have the opportunity to complete an optional demographic survey. Participation in this research is voluntary, and you are free to withdraw your consent at any time.</p>
            <h3>TIME INVOLVEMENT</h3> 
            <p>Your participation will take approximately 15 minutes.</p>
            <h3>PAYMENT</h3> 
            <p>You will be paid at the posted rate.</p>
            <h3>PRIVACY AND CONFIDENTIALITY</h3> 
            <p>The risks associated with this study are minimal. This judgment is based on a large body of experience with the same or similar procedures with people of similar ages, sex, origins, etc. Study data will be stored securely, in compliance with Stanford University standards, minimizing the risk of confidentiality breach. Your individual privacy will be maintained during the research and in all published and written data resulting from the study.</p>
            <h3>CONTACT INFORMATION</h3>
            <p>If you have any questions, concerns or complaints about this research study, its procedures, risks and benefits, you should contact the Protocol Director, Grace Brown, at (616) 498-8188 or grcbrown@stanford.edu. If you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team at (650) 723-2480 or toll free at 1-866-680-2906, or email at irbnonmed@stanford.edu.</p> 
            <p>Please save or print a copy of this page for your records</p>
            <p>If you agree to participate in this research, please click the 'Continue' button.</p>
        </div>
    ",html-button-response,0,2.1.0,3158,59f226a9d6380600018b2923,6980c7c83940647eb7aa7467,6980cdb0c7516c1863f62c25,,,8b8nyb7l25.csv,,,,,,,
29805,"
    <div class=""gen_ins""; style=""font-size: 16px; text-align: center; margin-top: 25px; margin-right: 100px; margin-left: 100px; margin-bottom: 25px;"">
        <p>During this study, you will see a series of sentences, presented one-by-one. Each sentence will describe an event. It will be followed by 7 statements. You must indicate on a scale how much you agree with each statement. Click along the rating scales to respond. There are a total of 26 trials, and this portion of the study is expected to take 15 minutes.</p>
        <p>After you complete this task, you will have the opportunity to complete an optional survey.</p>
        <p>If you understand the instructions and are ready to begin, click ‘Continue’.</p>
    </div>
    ",html-button-response,1,2.1.0,32968,59f226a9d6380600018b2923,6980c7c83940647eb7aa7467,6980cdb0c7516c1863f62c25,,,8b8nyb7l25.csv,,,,,,,
99906,,survey-html-form,2,2.1.0,132882,59f226a9d6380600018b2923,6980c7c83940647eb7aa7467,6980cdb0c7516c1863f62c25,4.0,instrument,8b8nyb7l25.csv,6,2,1,1,1,3,6
81974,,survey-html-form,3,2.1.0,214862,59f226a9d6380600018b2923,6980c7c83940647eb7aa7467,6980cdb0c7516c1863f62c25,12.0,instrument,8b8nyb7l25.csv,6,2,2,1,1,2,7
40017,,survey-html-form,4,2.1.0,254890,59f226a9d6380600018b2923,6980c7c83940647eb7aa7467,6980cdb0c7516c1863f62c25,8.0,instrument,8b8nyb7l25.csv,6,2,1,1,1,2,7
84904,,survey-html-form,5,2.1.0,339804,59f226a9d6380600018b2923,6980c7c83940647eb7aa7467,6980cdb0c7516c1863f62c25,6.0,instrument,8b8nyb7l25.csv,7,2,1,1,1,2,7
44425,,survey-html-form,6,2.1.0,384236,59f226a9d6380600018b2923,6980c7c83940647eb7aa7467,6980cdb0c7516c1863f62c25,17.0,human,8b8nyb7l25.csv,7,7,7,7,7,7,2
80933,,survey-html-form,7,2.1.0,465177,59f226a9d6380600018b2923,6980c7c83940647eb7aa7467,6980cdb0c7516c1863f62c25,23.0,human,8b8nyb7l25.csv,7,7,7,7,7,6,2
39187,,survey-html-form,8,2.1.0,504374,59f226a9d6380600018b2923,6980c7c83940647eb7aa7467,6980cdb0c7516c1863f62c25,16.0,instrument,8b8nyb7l25.csv,7,2,1,1,1,2,7
85986,,survey-html-form,9,2.1.0,590372,59f226a9d6380600018b2923,6980c7c83940647eb7aa7467,6980cdb0c7516c1863f62c25,24.0,instrument,8b8nyb7l25.csv,6,2,1,2,1,2,7
36999,,survey-html-form,10,2.1.0,627385,59f226a9d6380600018b2923,6980c7c83940647eb7aa7467,6980cdb0c7516c1863f62c25,21.0,human,8b8nyb7l25.csv,7,7,7,7,7,6,2
37536,,survey-html-form,11,2.1.0,664930,59f226a9d6380600018b2923,6980c7c83940647eb7aa7467,6980cdb0c7516c1863f62c25,1.0,human,8b8nyb7l25.csv,7,7,7,7,7,6,2
22492,,survey-html-form,12,2.1.0,687432,59f226a9d6380600018b2923,6980c7c83940647eb7aa7467,6980cdb0c7516c1863f62c25,15.0,human,8b8nyb7l25.csv,7,7,7,7,7,7,2
24239,,survey-html-form,13,2.1.0,711682,59f226a9d6380600018b2923,6980c7c83940647eb7aa7467,6980cdb0c7516c1863f62c25,3.0,human,8b8nyb7l25.csv,7,7,7,7,7,6,2
25659,,survey-html-form,14,2.1.0,737351,59f226a9d6380600018b2923,6980c7c83940647eb7aa7467,6980cdb0c7516c1863f62c25,18.0,instrument,8b8nyb7l25.csv,7,2,1,1,1,2,6
36927,,survey-html-form,15,2.1.0,774287,59f226a9d6380600018b2923,6980c7c83940647eb7aa7467,6980cdb0c7516c1863f62c25,7.0,human,8b8nyb7l25.csv,7,7,7,7,7,6,2
69660,,survey-html-form,16,2.1.0,843958,59f226a9d6380600018b2923,6980c7c83940647eb7aa7467,6980cdb0c7516c1863f62c25,10.0,instrument,8b8nyb7l25.csv,7,2,1,1,1,2,7
62689,,survey-html-form,17,2.1.0,906658,59f226a9d6380600018b2923,6980c7c83940647eb7aa7467,6980cdb0c7516c1863f62c25,9.0,human,8b8nyb7l25.csv,6,7,7,7,7,6,2
20812,,survey-html-form,18,2.1.0,927488,59f226a9d6380600018b2923,6980c7c83940647eb7aa7467,6980cdb0c7516c1863f62c25,11.0,human,8b8nyb7l25.csv,7,7,7,7,7,6,2
65179,,survey-html-form,19,2.1.0,992678,59f226a9d6380600018b2923,6980c7c83940647eb7aa7467,6980cdb0c7516c1863f62c25,26.0,instrument,8b8nyb7l25.csv,6,2,1,1,1,2,6
24875,,survey-html-form,20,2.1.0,1017568,59f226a9d6380600018b2923,6980c7c83940647eb7aa7467,6980cdb0c7516c1863f62c25,20.0,instrument,8b8nyb7l25.csv,6,2,1,1,1,2,7
41913,,survey-html-form,21,2.1.0,1059492,59f226a9d6380600018b2923,6980c7c83940647eb7aa7467,6980cdb0c7516c1863f62c25,2.0,instrument,8b8nyb7l25.csv,7,2,1,1,1,2,7
26535,,survey-html-form,22,2.1.0,1086037,59f226a9d6380600018b2923,6980c7c83940647eb7aa7467,6980cdb0c7516c1863f62c25,19.0,human,8b8nyb7l25.csv,7,7,7,7,7,6,2
19288,,survey-html-form,23,2.1.0,1105341,59f226a9d6380600018b2923,6980c7c83940647eb7aa7467,6980cdb0c7516c1863f62c25,13.0,human,8b8nyb7l25.csv,7,7,7,7,7,6,2
16754,,survey-html-form,24,2.1.0,1122113,59f226a9d6380600018b2923,6980c7c83940647eb7aa7467,6980cdb0c7516c1863f62c25,25.0,human,8b8nyb7l25.csv,7,7,7,7,7,7,2
27330,,survey-html-form,25,2.1.0,1149455,59f226a9d6380600018b2923,6980c7c83940647eb7aa7467,6980cdb0c7516c1863f62c25,5.0,human,8b8nyb7l25.csv,6,7,7,7,7,7,2
78081,,survey-html-form,26,2.1.0,1227545,59f226a9d6380600018b2923,6980c7c83940647eb7aa7467,6980cdb0c7516c1863f62c25,22.0,instrument,8b8nyb7l25.csv,6,2,1,1,1,2,7
47206,,survey-html-form,27,2.1.0,1274761,59f226a9d6380600018b2923,6980c7c83940647eb7aa7467,6980cdb0c7516c1863f62c25,14.0,instrument,8b8nyb7l25.csv,7,2,1,1,1,2,7
7492,"
    <div class=""gen_ins""; style=""font-size: 16px; text-align: center; margin-top: 25px; margin-right: 100px; margin-left: 100px; margin-bottom: 25px;"">
        <p>You have completed the rating trials. Next, you will be directed to an optional survey.</p>
        <p>Please answer any of the questions on the next page that you are comfortable answering. After seeing the survey, you will be able to end the experiment.</p>
        <p>Click ‘Continue’ to proceed to the survey.</p>
    </div>
    ",html-button-response,28,2.1.0,1282262,59f226a9d6380600018b2923,6980c7c83940647eb7aa7467,6980cdb0c7516c1863f62c25,,,8b8nyb7l25.csv,,,,,,,
42172,,survey,29,3.0.0,1324555,59f226a9d6380600018b2923,6980c7c83940647eb7aa7467,6980cdb0c7516c1863f62c25,,,8b8nyb7l25.csv,,,,,,,
4576,"
        <div style=""font-size: 16px; text-align: center; margin-top: 25px; margin-right: 100px; margin-left: 100px; margin-bottom: 25px;"">
            <img src=""./image/SUSig_2color_Stree_Left.png"" alt=""Stanford Logo"" style=""max-width: 500px; margin-bottom: 20px;"">
            <h3>DESCRIPTION</h3>
            <p>You are invited to participate in a research study on language perception. Its purpose is to help us understand what factors influence sentence construction. In the study, you will read a list of sentences and use rating scales to experess your opinions about the events described by each sentence. Following this, you will have the opportunity to complete an optional demographic survey. Participation in this research is voluntary, and you are free to withdraw your consent at any time.</p>
            <h3>TIME INVOLVEMENT</h3> 
            <p>Your participation will take approximately 15 minutes.</p>
            <h3>PAYMENT</h3> 
            <p>You will be paid at the posted rate.</p>
            <h3>PRIVACY AND CONFIDENTIALITY</h3> 
            <p>The risks associated with this study are minimal. This judgment is based on a large body of experience with the same or similar procedures with people of similar ages, sex, origins, etc. Study data will be stored securely, in compliance with Stanford University standards, minimizing the risk of confidentiality breach. Your individual privacy will be maintained during the research and in all published and written data resulting from the study.</p>
            <h3>CONTACT INFORMATION</h3>
            <p>If you have any questions, concerns or complaints about this research study, its procedures, risks and benefits, you should contact the Protocol Director, Grace Brown, at (616) 498-8188 or grcbrown@stanford.edu. If you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team at (650) 723-2480 or toll free at 1-866-680-2906, or email at irbnonmed@stanford.edu.</p> 
            <p>Please save or print a copy of this page for your records</p>
            <p>If you agree to participate in this research, please click the 'Continue' button.</p>
        </div>
    ",html-button-response,0,2.1.0,4601,695fe7a6e512deea3d56cdb5,6980c7c83940647eb7aa7467,6980d575d79dba199d343683,,,ekqxnxc8hr.csv,,,,,,,
