rt,stimulus,response,trial_type,trial_index,plugin_version,time_elapsed,subject_id,study_id,session_id,id,subj,source_file
60635,,"{""natural"":""6"",""mobile"":""2"",""manipulability"":""5"",""volition"":""1"",""sentient"":""4"",""potent"":""6"",""instigation"":""6""}",survey-html-form,3,2.1.0,289348,6737b69daf0903583088288c,6980c7c83940647eb7aa7467,6980cdbc3efb1171ed1265a5,23.0,instrument,7lzlft5dm2.csv
78237,,"{""natural"":""7"",""mobile"":""7"",""manipulability"":""6"",""volition"":""6"",""sentient"":""4"",""potent"":""7"",""instigation"":""7""}",survey-html-form,4,2.1.0,367585,6737b69daf0903583088288c,6980c7c83940647eb7aa7467,6980cdbc3efb1171ed1265a5,14.0,human,7lzlft5dm2.csv
115375,,"{""natural"":""2"",""mobile"":""2"",""manipulability"":""7"",""volition"":""1"",""sentient"":""2"",""potent"":""1"",""instigation"":""4""}",survey-html-form,5,2.1.0,482954,6737b69daf0903583088288c,6980c7c83940647eb7aa7467,6980cdbc3efb1171ed1265a5,17.0,instrument,7lzlft5dm2.csv
113890,,"{""natural"":""5"",""mobile"":""1"",""manipulability"":""7"",""volition"":""2"",""sentient"":""2"",""potent"":""3"",""instigation"":""4""}",survey-html-form,6,2.1.0,596844,6737b69daf0903583088288c,6980c7c83940647eb7aa7467,6980cdbc3efb1171ed1265a5,21.0,instrument,7lzlft5dm2.csv
40128,,"{""natural"":""6"",""mobile"":""7"",""manipulability"":""7"",""volition"":""7"",""sentient"":""5"",""potent"":""2"",""instigation"":""6""}",survey-html-form,7,2.1.0,636971,6737b69daf0903583088288c,6980c7c83940647eb7aa7467,6980cdbc3efb1171ed1265a5,24.0,human,7lzlft5dm2.csv
41029,,"{""natural"":""2"",""mobile"":""4"",""manipulability"":""6"",""volition"":""1"",""sentient"":""2"",""potent"":""1"",""instigation"":""4""}",survey-html-form,8,2.1.0,677999,6737b69daf0903583088288c,6980c7c83940647eb7aa7467,6980cdbc3efb1171ed1265a5,15.0,instrument,7lzlft5dm2.csv
86201,,"{""natural"":""5"",""mobile"":""5"",""manipulability"":""7"",""volition"":""1"",""sentient"":""2"",""potent"":""1"",""instigation"":""3""}",survey-html-form,9,2.1.0,764199,6737b69daf0903583088288c,6980c7c83940647eb7aa7467,6980cdbc3efb1171ed1265a5,19.0,instrument,7lzlft5dm2.csv
80470,,"{""natural"":""3"",""mobile"":""5"",""manipulability"":""7"",""volition"":""1"",""sentient"":""2"",""potent"":""1"",""instigation"":""4""}",survey-html-form,10,2.1.0,844667,6737b69daf0903583088288c,6980c7c83940647eb7aa7467,6980cdbc3efb1171ed1265a5,13.0,instrument,7lzlft5dm2.csv
29206,,"{""natural"":""7"",""mobile"":""7"",""manipulability"":""7"",""volition"":""7"",""sentient"":""6"",""potent"":""7"",""instigation"":""6""}",survey-html-form,11,2.1.0,873873,6737b69daf0903583088288c,6980c7c83940647eb7aa7467,6980cdbc3efb1171ed1265a5,18.0,human,7lzlft5dm2.csv
73077,,"{""natural"":""7"",""mobile"":""7"",""manipulability"":""7"",""volition"":""7"",""sentient"":""6"",""potent"":""7"",""instigation"":""7""}",survey-html-form,12,2.1.0,946948,6737b69daf0903583088288c,6980c7c83940647eb7aa7467,6980cdbc3efb1171ed1265a5,10.0,human,7lzlft5dm2.csv
59745,,"{""natural"":""4"",""mobile"":""3"",""manipulability"":""7"",""volition"":""1"",""sentient"":""2"",""potent"":""2"",""instigation"":""5""}",survey-html-form,13,2.1.0,1006692,6737b69daf0903583088288c,6980c7c83940647eb7aa7467,6980cdbc3efb1171ed1265a5,3.0,instrument,7lzlft5dm2.csv
36771,,"{""natural"":""1"",""mobile"":""4"",""manipulability"":""7"",""volition"":""1"",""sentient"":""2"",""potent"":""1"",""instigation"":""3""}",survey-html-form,14,2.1.0,1043465,6737b69daf0903583088288c,6980c7c83940647eb7aa7467,6980cdbc3efb1171ed1265a5,7.0,instrument,7lzlft5dm2.csv
30708,,"{""natural"":""7"",""mobile"":""7"",""manipulability"":""5"",""volition"":""7"",""sentient"":""6"",""potent"":""5"",""instigation"":""7""}",survey-html-form,15,2.1.0,1074171,6737b69daf0903583088288c,6980c7c83940647eb7aa7467,6980cdbc3efb1171ed1265a5,12.0,human,7lzlft5dm2.csv
31169,,"{""natural"":""6"",""mobile"":""4"",""manipulability"":""7"",""volition"":""1"",""sentient"":""2"",""potent"":""1"",""instigation"":""6""}",survey-html-form,16,2.1.0,1105342,6737b69daf0903583088288c,6980c7c83940647eb7aa7467,6980cdbc3efb1171ed1265a5,9.0,instrument,7lzlft5dm2.csv
27540,,"{""natural"":""7"",""mobile"":""7"",""manipulability"":""4"",""volition"":""7"",""sentient"":""6"",""potent"":""7"",""instigation"":""6""}",survey-html-form,17,2.1.0,1132881,6737b69daf0903583088288c,6980c7c83940647eb7aa7467,6980cdbc3efb1171ed1265a5,8.0,human,7lzlft5dm2.csv
35356,,"{""natural"":""7"",""mobile"":""7"",""manipulability"":""4"",""volition"":""7"",""sentient"":""6"",""potent"":""2"",""instigation"":""7""}",survey-html-form,18,2.1.0,1168240,6737b69daf0903583088288c,6980c7c83940647eb7aa7467,6980cdbc3efb1171ed1265a5,26.0,human,7lzlft5dm2.csv
31314,,"{""natural"":""7"",""mobile"":""7"",""manipulability"":""4"",""volition"":""7"",""sentient"":""6"",""potent"":""5"",""instigation"":""5""}",survey-html-form,19,2.1.0,1199552,6737b69daf0903583088288c,6980c7c83940647eb7aa7467,6980cdbc3efb1171ed1265a5,6.0,human,7lzlft5dm2.csv
42492,,"{""natural"":""7"",""mobile"":""7"",""manipulability"":""5"",""volition"":""7"",""sentient"":""6"",""potent"":""5"",""instigation"":""5""}",survey-html-form,20,2.1.0,1242042,6737b69daf0903583088288c,6980c7c83940647eb7aa7467,6980cdbc3efb1171ed1265a5,22.0,human,7lzlft5dm2.csv
26088,,"{""natural"":""7"",""mobile"":""7"",""manipulability"":""5"",""volition"":""7"",""sentient"":""6"",""potent"":""6"",""instigation"":""5""}",survey-html-form,21,2.1.0,1268133,6737b69daf0903583088288c,6980c7c83940647eb7aa7467,6980cdbc3efb1171ed1265a5,2.0,human,7lzlft5dm2.csv
39505,,"{""natural"":""7"",""mobile"":""7"",""manipulability"":""5"",""volition"":""7"",""sentient"":""6"",""potent"":""3"",""instigation"":""3""}",survey-html-form,22,2.1.0,1307637,6737b69daf0903583088288c,6980c7c83940647eb7aa7467,6980cdbc3efb1171ed1265a5,20.0,human,7lzlft5dm2.csv
38506,,"{""natural"":""7"",""mobile"":""7"",""manipulability"":""5"",""volition"":""6"",""sentient"":""6"",""potent"":""7"",""instigation"":""5""}",survey-html-form,23,2.1.0,1346145,6737b69daf0903583088288c,6980c7c83940647eb7aa7467,6980cdbc3efb1171ed1265a5,16.0,human,7lzlft5dm2.csv
47292,,"{""natural"":""5"",""mobile"":""3"",""manipulability"":""7"",""volition"":""2"",""sentient"":""2"",""potent"":""1"",""instigation"":""4""}",survey-html-form,24,2.1.0,1393436,6737b69daf0903583088288c,6980c7c83940647eb7aa7467,6980cdbc3efb1171ed1265a5,5.0,instrument,7lzlft5dm2.csv
31811,,"{""natural"":""7"",""mobile"":""7"",""manipulability"":""5"",""volition"":""6"",""sentient"":""6"",""potent"":""7"",""instigation"":""6""}",survey-html-form,25,2.1.0,1425248,6737b69daf0903583088288c,6980c7c83940647eb7aa7467,6980cdbc3efb1171ed1265a5,4.0,human,7lzlft5dm2.csv
27372,,"{""natural"":""6"",""mobile"":""7"",""manipulability"":""5"",""volition"":""6"",""sentient"":""5"",""potent"":""7"",""instigation"":""5""}",survey-html-form,26,2.1.0,1452622,6737b69daf0903583088288c,6980c7c83940647eb7aa7467,6980cdbc3efb1171ed1265a5,11.0,instrument,7lzlft5dm2.csv
49427,,"{""natural"":""6"",""mobile"":""5"",""manipulability"":""7"",""volition"":""1"",""sentient"":""2"",""potent"":""4"",""instigation"":""5""}",survey-html-form,27,2.1.0,1502048,6737b69daf0903583088288c,6980c7c83940647eb7aa7467,6980cdbc3efb1171ed1265a5,25.0,instrument,7lzlft5dm2.csv
6130,"
    <div class=""gen_ins""; style=""font-size: 16px; text-align: center; margin-top: 25px; margin-right: 100px; margin-left: 100px; margin-bottom: 25px;"">
        <p>You have completed the rating trials. Next, you will be directed to an optional survey.</p>
        <p>Please answer any of the questions on the next page that you are comfortable answering. After seeing the survey, you will be able to end the experiment.</p>
        <p>Click ‘Continue’ to proceed to the survey.</p>
    </div>
    ",0,html-button-response,28,2.1.0,1508181,6737b69daf0903583088288c,6980c7c83940647eb7aa7467,6980cdbc3efb1171ed1265a5,,,7lzlft5dm2.csv
109622,,"{""understood"":true,""age"":67,""gender"":""Female"",""ethnicity"":""white"",""languages"":""english"",""enjoy"":""Average study"",""topic"":""how wording effects your thoughts about the statement."",""payment"":""The payment was fair"",""question1"":null,""comments"":null}",survey,29,3.0.0,1617953,6737b69daf0903583088288c,6980c7c83940647eb7aa7467,6980cdbc3efb1171ed1265a5,,,7lzlft5dm2.csv
3149,"
        <div style=""font-size: 16px; text-align: center; margin-top: 25px; margin-right: 100px; margin-left: 100px; margin-bottom: 25px;"">
            <img src=""./image/SUSig_2color_Stree_Left.png"" alt=""Stanford Logo"" style=""max-width: 500px; margin-bottom: 20px;"">
            <h3>DESCRIPTION</h3>
            <p>You are invited to participate in a research study on language perception. Its purpose is to help us understand what factors influence sentence construction. In the study, you will read a list of sentences and use rating scales to experess your opinions about the events described by each sentence. Following this, you will have the opportunity to complete an optional demographic survey. Participation in this research is voluntary, and you are free to withdraw your consent at any time.</p>
            <h3>TIME INVOLVEMENT</h3> 
            <p>Your participation will take approximately 15 minutes.</p>
            <h3>PAYMENT</h3> 
            <p>You will be paid at the posted rate.</p>
            <h3>PRIVACY AND CONFIDENTIALITY</h3> 
            <p>The risks associated with this study are minimal. This judgment is based on a large body of experience with the same or similar procedures with people of similar ages, sex, origins, etc. Study data will be stored securely, in compliance with Stanford University standards, minimizing the risk of confidentiality breach. Your individual privacy will be maintained during the research and in all published and written data resulting from the study.</p>
            <h3>CONTACT INFORMATION</h3>
            <p>If you have any questions, concerns or complaints about this research study, its procedures, risks and benefits, you should contact the Protocol Director, Grace Brown, at (616) 498-8188 or grcbrown@stanford.edu. If you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team at (650) 723-2480 or toll free at 1-866-680-2906, or email at irbnonmed@stanford.edu.</p> 
            <p>Please save or print a copy of this page for your records</p>
            <p>If you agree to participate in this research, please click the 'Continue' button.</p>
        </div>
    ",0,html-button-response,0,2.1.0,3158,59f226a9d6380600018b2923,6980c7c83940647eb7aa7467,6980cdb0c7516c1863f62c25,,,8b8nyb7l25.csv
29805,"
    <div class=""gen_ins""; style=""font-size: 16px; text-align: center; margin-top: 25px; margin-right: 100px; margin-left: 100px; margin-bottom: 25px;"">
        <p>During this study, you will see a series of sentences, presented one-by-one. Each sentence will describe an event. It will be followed by 7 statements. You must indicate on a scale how much you agree with each statement. Click along the rating scales to respond. There are a total of 26 trials, and this portion of the study is expected to take 15 minutes.</p>
        <p>After you complete this task, you will have the opportunity to complete an optional survey.</p>
        <p>If you understand the instructions and are ready to begin, click ‘Continue’.</p>
    </div>
    ",0,html-button-response,1,2.1.0,32968,59f226a9d6380600018b2923,6980c7c83940647eb7aa7467,6980cdb0c7516c1863f62c25,,,8b8nyb7l25.csv
99906,,"{""natural"":""6"",""mobile"":""2"",""manipulability"":""6"",""volition"":""1"",""sentient"":""1"",""potent"":""1"",""instigation"":""3""}",survey-html-form,2,2.1.0,132882,59f226a9d6380600018b2923,6980c7c83940647eb7aa7467,6980cdb0c7516c1863f62c25,4.0,instrument,8b8nyb7l25.csv
81974,,"{""natural"":""6"",""mobile"":""2"",""manipulability"":""7"",""volition"":""2"",""sentient"":""1"",""potent"":""1"",""instigation"":""2""}",survey-html-form,3,2.1.0,214862,59f226a9d6380600018b2923,6980c7c83940647eb7aa7467,6980cdb0c7516c1863f62c25,12.0,instrument,8b8nyb7l25.csv
40017,,"{""natural"":""6"",""mobile"":""2"",""manipulability"":""7"",""volition"":""1"",""sentient"":""1"",""potent"":""1"",""instigation"":""2""}",survey-html-form,4,2.1.0,254890,59f226a9d6380600018b2923,6980c7c83940647eb7aa7467,6980cdb0c7516c1863f62c25,8.0,instrument,8b8nyb7l25.csv
84904,,"{""natural"":""7"",""mobile"":""2"",""manipulability"":""7"",""volition"":""1"",""sentient"":""1"",""potent"":""1"",""instigation"":""2""}",survey-html-form,5,2.1.0,339804,59f226a9d6380600018b2923,6980c7c83940647eb7aa7467,6980cdb0c7516c1863f62c25,6.0,instrument,8b8nyb7l25.csv
44425,,"{""natural"":""7"",""mobile"":""7"",""manipulability"":""2"",""volition"":""7"",""sentient"":""7"",""potent"":""7"",""instigation"":""7""}",survey-html-form,6,2.1.0,384236,59f226a9d6380600018b2923,6980c7c83940647eb7aa7467,6980cdb0c7516c1863f62c25,17.0,human,8b8nyb7l25.csv
80933,,"{""natural"":""7"",""mobile"":""7"",""manipulability"":""2"",""volition"":""7"",""sentient"":""7"",""potent"":""7"",""instigation"":""6""}",survey-html-form,7,2.1.0,465177,59f226a9d6380600018b2923,6980c7c83940647eb7aa7467,6980cdb0c7516c1863f62c25,23.0,human,8b8nyb7l25.csv
39187,,"{""natural"":""7"",""mobile"":""2"",""manipulability"":""7"",""volition"":""1"",""sentient"":""1"",""potent"":""1"",""instigation"":""2""}",survey-html-form,8,2.1.0,504374,59f226a9d6380600018b2923,6980c7c83940647eb7aa7467,6980cdb0c7516c1863f62c25,16.0,instrument,8b8nyb7l25.csv
85986,,"{""natural"":""6"",""mobile"":""2"",""manipulability"":""7"",""volition"":""1"",""sentient"":""1"",""potent"":""2"",""instigation"":""2""}",survey-html-form,9,2.1.0,590372,59f226a9d6380600018b2923,6980c7c83940647eb7aa7467,6980cdb0c7516c1863f62c25,24.0,instrument,8b8nyb7l25.csv
36999,,"{""natural"":""7"",""mobile"":""7"",""manipulability"":""2"",""volition"":""7"",""sentient"":""7"",""potent"":""7"",""instigation"":""6""}",survey-html-form,10,2.1.0,627385,59f226a9d6380600018b2923,6980c7c83940647eb7aa7467,6980cdb0c7516c1863f62c25,21.0,human,8b8nyb7l25.csv
37536,,"{""natural"":""7"",""mobile"":""7"",""manipulability"":""2"",""volition"":""7"",""sentient"":""7"",""potent"":""7"",""instigation"":""6""}",survey-html-form,11,2.1.0,664930,59f226a9d6380600018b2923,6980c7c83940647eb7aa7467,6980cdb0c7516c1863f62c25,1.0,human,8b8nyb7l25.csv
22492,,"{""natural"":""7"",""mobile"":""7"",""manipulability"":""2"",""volition"":""7"",""sentient"":""7"",""potent"":""7"",""instigation"":""7""}",survey-html-form,12,2.1.0,687432,59f226a9d6380600018b2923,6980c7c83940647eb7aa7467,6980cdb0c7516c1863f62c25,15.0,human,8b8nyb7l25.csv
24239,,"{""natural"":""7"",""mobile"":""7"",""manipulability"":""2"",""volition"":""7"",""sentient"":""7"",""potent"":""7"",""instigation"":""6""}",survey-html-form,13,2.1.0,711682,59f226a9d6380600018b2923,6980c7c83940647eb7aa7467,6980cdb0c7516c1863f62c25,3.0,human,8b8nyb7l25.csv
25659,,"{""natural"":""7"",""mobile"":""2"",""manipulability"":""6"",""volition"":""1"",""sentient"":""1"",""potent"":""1"",""instigation"":""2""}",survey-html-form,14,2.1.0,737351,59f226a9d6380600018b2923,6980c7c83940647eb7aa7467,6980cdb0c7516c1863f62c25,18.0,instrument,8b8nyb7l25.csv
36927,,"{""natural"":""7"",""mobile"":""7"",""manipulability"":""2"",""volition"":""7"",""sentient"":""7"",""potent"":""7"",""instigation"":""6""}",survey-html-form,15,2.1.0,774287,59f226a9d6380600018b2923,6980c7c83940647eb7aa7467,6980cdb0c7516c1863f62c25,7.0,human,8b8nyb7l25.csv
69660,,"{""natural"":""7"",""mobile"":""2"",""manipulability"":""7"",""volition"":""1"",""sentient"":""1"",""potent"":""1"",""instigation"":""2""}",survey-html-form,16,2.1.0,843958,59f226a9d6380600018b2923,6980c7c83940647eb7aa7467,6980cdb0c7516c1863f62c25,10.0,instrument,8b8nyb7l25.csv
62689,,"{""natural"":""6"",""mobile"":""7"",""manipulability"":""2"",""volition"":""7"",""sentient"":""7"",""potent"":""7"",""instigation"":""6""}",survey-html-form,17,2.1.0,906658,59f226a9d6380600018b2923,6980c7c83940647eb7aa7467,6980cdb0c7516c1863f62c25,9.0,human,8b8nyb7l25.csv
20812,,"{""natural"":""7"",""mobile"":""7"",""manipulability"":""2"",""volition"":""7"",""sentient"":""7"",""potent"":""7"",""instigation"":""6""}",survey-html-form,18,2.1.0,927488,59f226a9d6380600018b2923,6980c7c83940647eb7aa7467,6980cdb0c7516c1863f62c25,11.0,human,8b8nyb7l25.csv
65179,,"{""natural"":""6"",""mobile"":""2"",""manipulability"":""6"",""volition"":""1"",""sentient"":""1"",""potent"":""1"",""instigation"":""2""}",survey-html-form,19,2.1.0,992678,59f226a9d6380600018b2923,6980c7c83940647eb7aa7467,6980cdb0c7516c1863f62c25,26.0,instrument,8b8nyb7l25.csv
24875,,"{""natural"":""6"",""mobile"":""2"",""manipulability"":""7"",""volition"":""1"",""sentient"":""1"",""potent"":""1"",""instigation"":""2""}",survey-html-form,20,2.1.0,1017568,59f226a9d6380600018b2923,6980c7c83940647eb7aa7467,6980cdb0c7516c1863f62c25,20.0,instrument,8b8nyb7l25.csv
41913,,"{""natural"":""7"",""mobile"":""2"",""manipulability"":""7"",""volition"":""1"",""sentient"":""1"",""potent"":""1"",""instigation"":""2""}",survey-html-form,21,2.1.0,1059492,59f226a9d6380600018b2923,6980c7c83940647eb7aa7467,6980cdb0c7516c1863f62c25,2.0,instrument,8b8nyb7l25.csv
26535,,"{""natural"":""7"",""mobile"":""7"",""manipulability"":""2"",""volition"":""7"",""sentient"":""7"",""potent"":""7"",""instigation"":""6""}",survey-html-form,22,2.1.0,1086037,59f226a9d6380600018b2923,6980c7c83940647eb7aa7467,6980cdb0c7516c1863f62c25,19.0,human,8b8nyb7l25.csv
19288,,"{""natural"":""7"",""mobile"":""7"",""manipulability"":""2"",""volition"":""7"",""sentient"":""7"",""potent"":""7"",""instigation"":""6""}",survey-html-form,23,2.1.0,1105341,59f226a9d6380600018b2923,6980c7c83940647eb7aa7467,6980cdb0c7516c1863f62c25,13.0,human,8b8nyb7l25.csv
16754,,"{""natural"":""7"",""mobile"":""7"",""manipulability"":""2"",""volition"":""7"",""sentient"":""7"",""potent"":""7"",""instigation"":""7""}",survey-html-form,24,2.1.0,1122113,59f226a9d6380600018b2923,6980c7c83940647eb7aa7467,6980cdb0c7516c1863f62c25,25.0,human,8b8nyb7l25.csv
27330,,"{""natural"":""6"",""mobile"":""7"",""manipulability"":""2"",""volition"":""7"",""sentient"":""7"",""potent"":""7"",""instigation"":""7""}",survey-html-form,25,2.1.0,1149455,59f226a9d6380600018b2923,6980c7c83940647eb7aa7467,6980cdb0c7516c1863f62c25,5.0,human,8b8nyb7l25.csv
78081,,"{""natural"":""6"",""mobile"":""2"",""manipulability"":""7"",""volition"":""1"",""sentient"":""1"",""potent"":""1"",""instigation"":""2""}",survey-html-form,26,2.1.0,1227545,59f226a9d6380600018b2923,6980c7c83940647eb7aa7467,6980cdb0c7516c1863f62c25,22.0,instrument,8b8nyb7l25.csv
47206,,"{""natural"":""7"",""mobile"":""2"",""manipulability"":""7"",""volition"":""1"",""sentient"":""1"",""potent"":""1"",""instigation"":""2""}",survey-html-form,27,2.1.0,1274761,59f226a9d6380600018b2923,6980c7c83940647eb7aa7467,6980cdb0c7516c1863f62c25,14.0,instrument,8b8nyb7l25.csv
7492,"
    <div class=""gen_ins""; style=""font-size: 16px; text-align: center; margin-top: 25px; margin-right: 100px; margin-left: 100px; margin-bottom: 25px;"">
        <p>You have completed the rating trials. Next, you will be directed to an optional survey.</p>
        <p>Please answer any of the questions on the next page that you are comfortable answering. After seeing the survey, you will be able to end the experiment.</p>
        <p>Click ‘Continue’ to proceed to the survey.</p>
    </div>
    ",0,html-button-response,28,2.1.0,1282262,59f226a9d6380600018b2923,6980c7c83940647eb7aa7467,6980cdb0c7516c1863f62c25,,,8b8nyb7l25.csv
42172,,"{""understood"":true,""age"":61,""gender"":""Female"",""ethnicity"":""White"",""languages"":""English"",""topic"":""I don't know"",""enjoy"":""Average study"",""payment"":""The payment was fair"",""question1"":null,""comments"":null}",survey,29,3.0.0,1324555,59f226a9d6380600018b2923,6980c7c83940647eb7aa7467,6980cdb0c7516c1863f62c25,,,8b8nyb7l25.csv
4576,"
        <div style=""font-size: 16px; text-align: center; margin-top: 25px; margin-right: 100px; margin-left: 100px; margin-bottom: 25px;"">
            <img src=""./image/SUSig_2color_Stree_Left.png"" alt=""Stanford Logo"" style=""max-width: 500px; margin-bottom: 20px;"">
            <h3>DESCRIPTION</h3>
            <p>You are invited to participate in a research study on language perception. Its purpose is to help us understand what factors influence sentence construction. In the study, you will read a list of sentences and use rating scales to experess your opinions about the events described by each sentence. Following this, you will have the opportunity to complete an optional demographic survey. Participation in this research is voluntary, and you are free to withdraw your consent at any time.</p>
            <h3>TIME INVOLVEMENT</h3> 
            <p>Your participation will take approximately 15 minutes.</p>
            <h3>PAYMENT</h3> 
            <p>You will be paid at the posted rate.</p>
            <h3>PRIVACY AND CONFIDENTIALITY</h3> 
            <p>The risks associated with this study are minimal. This judgment is based on a large body of experience with the same or similar procedures with people of similar ages, sex, origins, etc. Study data will be stored securely, in compliance with Stanford University standards, minimizing the risk of confidentiality breach. Your individual privacy will be maintained during the research and in all published and written data resulting from the study.</p>
            <h3>CONTACT INFORMATION</h3>
            <p>If you have any questions, concerns or complaints about this research study, its procedures, risks and benefits, you should contact the Protocol Director, Grace Brown, at (616) 498-8188 or grcbrown@stanford.edu. If you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team at (650) 723-2480 or toll free at 1-866-680-2906, or email at irbnonmed@stanford.edu.</p> 
            <p>Please save or print a copy of this page for your records</p>
            <p>If you agree to participate in this research, please click the 'Continue' button.</p>
        </div>
    ",0,html-button-response,0,2.1.0,4601,695fe7a6e512deea3d56cdb5,6980c7c83940647eb7aa7467,6980d575d79dba199d343683,,,ekqxnxc8hr.csv
11780,"
    <div class=""gen_ins""; style=""font-size: 16px; text-align: center; margin-top: 25px; margin-right: 100px; margin-left: 100px; margin-bottom: 25px;"">
        <p>During this study, you will see a series of sentences, presented one-by-one. Each sentence will describe an event. It will be followed by 7 statements. You must indicate on a scale how much you agree with each statement. Click along the rating scales to respond. There are a total of 26 trials, and this portion of the study is expected to take 15 minutes.</p>
        <p>After you complete this task, you will have the opportunity to complete an optional survey.</p>
        <p>If you understand the instructions and are ready to begin, click ‘Continue’.</p>
    </div>
    ",0,html-button-response,1,2.1.0,16384,695fe7a6e512deea3d56cdb5,6980c7c83940647eb7aa7467,6980d575d79dba199d343683,,,ekqxnxc8hr.csv
26444,,"{""natural"":""7"",""mobile"":""7"",""manipulability"":""6"",""volition"":""7"",""sentient"":""7"",""potent"":""7"",""instigation"":""7""}",survey-html-form,2,2.1.0,42833,695fe7a6e512deea3d56cdb5,6980c7c83940647eb7aa7467,6980d575d79dba199d343683,6.0,human,ekqxnxc8hr.csv
25479,,"{""natural"":""6"",""mobile"":""2"",""manipulability"":""7"",""volition"":""1"",""sentient"":""1"",""potent"":""1"",""instigation"":""6""}",survey-html-form,3,2.1.0,68315,695fe7a6e512deea3d56cdb5,6980c7c83940647eb7aa7467,6980d575d79dba199d343683,5.0,instrument,ekqxnxc8hr.csv
22744,,"{""natural"":""6"",""mobile"":""1"",""manipulability"":""7"",""volition"":""1"",""sentient"":""1"",""potent"":""3"",""instigation"":""6""}",survey-html-form,4,2.1.0,91062,695fe7a6e512deea3d56cdb5,6980c7c83940647eb7aa7467,6980d575d79dba199d343683,25.0,instrument,ekqxnxc8hr.csv
17217,,"{""natural"":""7"",""mobile"":""7"",""manipulability"":""6"",""volition"":""7"",""sentient"":""7"",""potent"":""7"",""instigation"":""6""}",survey-html-form,5,2.1.0,108280,695fe7a6e512deea3d56cdb5,6980c7c83940647eb7aa7467,6980d575d79dba199d343683,10.0,human,ekqxnxc8hr.csv
46844,,"{""natural"":""7"",""mobile"":""7"",""manipulability"":""6"",""volition"":""7"",""sentient"":""7"",""potent"":""6"",""instigation"":""5""}",survey-html-form,6,2.1.0,155128,695fe7a6e512deea3d56cdb5,6980c7c83940647eb7aa7467,6980d575d79dba199d343683,22.0,human,ekqxnxc8hr.csv
33304,,"{""natural"":""7"",""mobile"":""7"",""manipulability"":""6"",""volition"":""7"",""sentient"":""7"",""potent"":""3"",""instigation"":""3""}",survey-html-form,7,2.1.0,188434,695fe7a6e512deea3d56cdb5,6980c7c83940647eb7aa7467,6980d575d79dba199d343683,20.0,human,ekqxnxc8hr.csv
24175,,"{""natural"":""7"",""mobile"":""3"",""manipulability"":""7"",""volition"":""1"",""sentient"":""1"",""potent"":""2"",""instigation"":""6""}",survey-html-form,8,2.1.0,212612,695fe7a6e512deea3d56cdb5,6980c7c83940647eb7aa7467,6980d575d79dba199d343683,13.0,instrument,ekqxnxc8hr.csv
17342,,"{""natural"":""7"",""mobile"":""2"",""manipulability"":""7"",""volition"":""1"",""sentient"":""1"",""potent"":""2"",""instigation"":""7""}",survey-html-form,9,2.1.0,229956,695fe7a6e512deea3d56cdb5,6980c7c83940647eb7aa7467,6980d575d79dba199d343683,9.0,instrument,ekqxnxc8hr.csv
32083,,"{""natural"":""3"",""mobile"":""3"",""manipulability"":""7"",""volition"":""1"",""sentient"":""1"",""potent"":""1"",""instigation"":""3""}",survey-html-form,10,2.1.0,262043,695fe7a6e512deea3d56cdb5,6980c7c83940647eb7aa7467,6980d575d79dba199d343683,7.0,instrument,ekqxnxc8hr.csv
21100,,"{""natural"":""2"",""mobile"":""3"",""manipulability"":""7"",""volition"":""1"",""sentient"":""1"",""potent"":""1"",""instigation"":""3""}",survey-html-form,11,2.1.0,283146,695fe7a6e512deea3d56cdb5,6980c7c83940647eb7aa7467,6980d575d79dba199d343683,15.0,instrument,ekqxnxc8hr.csv
12817,,"{""natural"":""7"",""mobile"":""7"",""manipulability"":""6"",""volition"":""7"",""sentient"":""7"",""potent"":""6"",""instigation"":""7""}",survey-html-form,12,2.1.0,295966,695fe7a6e512deea3d56cdb5,6980c7c83940647eb7aa7467,6980d575d79dba199d343683,2.0,human,ekqxnxc8hr.csv
14351,,"{""natural"":""7"",""mobile"":""7"",""manipulability"":""6"",""volition"":""7"",""sentient"":""7"",""potent"":""6"",""instigation"":""6""}",survey-html-form,13,2.1.0,310319,695fe7a6e512deea3d56cdb5,6980c7c83940647eb7aa7467,6980d575d79dba199d343683,18.0,human,ekqxnxc8hr.csv
19300,,"{""natural"":""5"",""mobile"":""1"",""manipulability"":""2"",""volition"":""1"",""sentient"":""1"",""potent"":""6"",""instigation"":""7""}",survey-html-form,14,2.1.0,329621,695fe7a6e512deea3d56cdb5,6980c7c83940647eb7aa7467,6980d575d79dba199d343683,23.0,instrument,ekqxnxc8hr.csv
19838,,"{""natural"":""2"",""mobile"":""1"",""manipulability"":""7"",""volition"":""1"",""sentient"":""1"",""potent"":""1"",""instigation"":""5""}",survey-html-form,15,2.1.0,349462,695fe7a6e512deea3d56cdb5,6980c7c83940647eb7aa7467,6980d575d79dba199d343683,1.0,instrument,ekqxnxc8hr.csv
